레벨,SP 증가,누적 SP
"1,513","100,000,000","146,465,236,579"
"1,514","100,000,000","146,565,236,579"
"1,515","100,000,000","146,665,236,579"
"1,516","100,000,000","146,765,236,579"
"1,517","100,000,000","146,865,236,579"
"1,518","100,000,000","146,965,236,579"
"1,519","100,000,000","147,065,236,579"
"1,520","100,000,000","147,165,236,579"
"1,521","100,000,000","147,265,236,579"
"1,522","100,000,000","147,365,236,579"
"1,523","100,000,000","147,465,236,579"
"1,524","100,000,000","147,565,236,579"
"1,525","100,000,000","147,665,236,579"
"1,526","100,000,000","147,765,236,579"
"1,527","100,000,000","147,865,236,579"
"1,528","100,000,000","147,965,236,579"
"1,529","100,000,000","148,065,236,579"
"1,530","100,000,000","148,165,236,579"
"1,531","100,000,000","148,265,236,579"
"1,532","100,000,000","148,365,236,579"
"1,533","100,000,000","148,465,236,579"
"1,534","100,000,000","148,565,236,579"
"1,535","100,000,000","148,665,236,579"
"1,536","100,000,000","148,765,236,579"
"1,537","100,000,000","148,865,236,579"
"1,538","100,000,000","148,965,236,579"
"1,539","100,000,000","149,065,236,579"
"1,540","100,000,000","149,165,236,579"
"1,541","100,000,000","149,265,236,579"
"1,542","100,000,000","149,365,236,579"
"1,543","100,000,000","149,465,236,579"
"1,544","100,000,000","149,565,236,579"
"1,545","100,000,000","149,665,236,579"
"1,546","100,000,000","149,765,236,579"
"1,547","100,000,000","149,865,236,579"
"1,548","100,000,000","149,965,236,579"
"1,549","100,000,000","150,065,236,579"
"1,550","100,000,000","150,165,236,579"
"1,551","100,000,000","150,265,236,579"
"1,552","100,000,000","150,365,236,579"
"1,553","100,000,000","150,465,236,579"
"1,554","100,000,000","150,565,236,579"
"1,555","100,000,000","150,665,236,579"
"1,556","100,000,000","150,765,236,579"
"1,557","100,000,000","150,865,236,579"
"1,558","100,000,000","150,965,236,579"
"1,559","100,000,000","151,065,236,579"
"1,560","100,000,000","151,165,236,579"
"1,561","100,000,000","151,265,236,579"
"1,562","100,000,000","151,365,236,579"
"1,563","100,000,000","151,465,236,579"
"1,564","100,000,000","151,565,236,579"
"1,565","100,000,000","151,665,236,579"
"1,566","100,000,000","151,765,236,579"
"1,567","100,000,000","151,865,236,579"
"1,568","100,000,000","151,965,236,579"
"1,569","100,000,000","152,065,236,579"
"1,570","100,000,000","152,165,236,579"
"1,571","100,000,000","152,265,236,579"
"1,572","100,000,000","152,365,236,579"
"1,573","100,000,000","152,465,236,579"
"1,574","100,000,000","152,565,236,579"
"1,575","100,000,000","152,665,236,579"
"1,576","100,000,000","152,765,236,579"
"1,577","100,000,000","152,865,236,579"
"1,578","100,000,000","152,965,236,579"
"1,579","100,000,000","153,065,236,579"
"1,580","100,000,000","153,165,236,579"
"1,581","100,000,000","153,265,236,579"
"1,582","100,000,000","153,365,236,579"
"1,583","100,000,000","153,465,236,579"
"1,584","100,000,000","153,565,236,579"
"1,585","100,000,000","153,665,236,579"
"1,586","100,000,000","153,765,236,579"
"1,587","100,000,000","153,865,236,579"
"1,588","100,000,000","153,965,236,579"
"1,589","100,000,000","154,065,236,579"
"1,590","100,000,000","154,165,236,579"
"1,591","100,000,000","154,265,236,579"
"1,592","100,000,000","154,365,236,579"
"1,593","100,000,000","154,465,236,579"
"1,594","100,000,000","154,565,236,579"
"1,595","100,000,000","154,665,236,579"
"1,596","100,000,000","154,765,236,579"
"1,597","100,000,000","154,865,236,579"
"1,598","100,000,000","154,965,236,579"
"1,599","100,000,000","155,065,236,579"
"1,600","100,000,000","155,165,236,579"
"1,601","100,000,000","155,265,236,579"
"1,602","100,000,000","155,365,236,579"
"1,603","100,000,000","155,465,236,579"
"1,604","100,000,000","155,565,236,579"
"1,605","100,000,000","155,665,236,579"
"1,606","100,000,000","155,765,236,579"
"1,607","100,000,000","155,865,236,579"
"1,608","100,000,000","155,965,236,579"
"1,609","100,000,000","156,065,236,579"
"1,610","100,000,000","156,165,236,579"
"1,611","100,000,000","156,265,236,579"
"1,612","100,000,000","156,365,236,579"
"1,613","100,000,000","156,465,236,579"
"1,614","100,000,000","156,565,236,579"
"1,615","100,000,000","156,665,236,579"
"1,616","100,000,000","156,765,236,579"
"1,617","100,000,000","156,865,236,579"
"1,618","100,000,000","156,965,236,579"
"1,619","100,000,000","157,065,236,579"
"1,620","100,000,000","157,165,236,579"
"1,621","100,000,000","157,265,236,579"
"1,622","100,000,000","157,365,236,579"
"1,623","100,000,000","157,465,236,579"
"1,624","100,000,000","157,565,236,579"
"1,625","100,000,000","157,665,236,579"
"1,626","100,000,000","157,765,236,579"
"1,627","100,000,000","157,865,236,579"
"1,628","100,000,000","157,965,236,579"
"1,629","100,000,000","158,065,236,579"
"1,630","100,000,000","158,165,236,579"
"1,631","100,000,000","158,265,236,579"
"1,632","100,000,000","158,365,236,579"
"1,633","100,000,000","158,465,236,579"
"1,634","100,000,000","158,565,236,579"
"1,635","100,000,000","158,665,236,579"
"1,636","100,000,000","158,765,236,579"
"1,637","100,000,000","158,865,236,579"
"1,638","100,000,000","158,965,236,579"
"1,639","100,000,000","159,065,236,579"
"1,640","100,000,000","159,165,236,579"
"1,641","100,000,000","159,265,236,579"
"1,642","100,000,000","159,365,236,579"
"1,643","100,000,000","159,465,236,579"
"1,644","100,000,000","159,565,236,579"
"1,645","100,000,000","159,665,236,579"
"1,646","100,000,000","159,765,236,579"
"1,647","100,000,000","159,865,236,579"
"1,648","100,000,000","159,965,236,579"
"1,649","100,000,000","160,065,236,579"
"1,650","100,000,000","160,165,236,579"
"1,651","100,000,000","160,265,236,579"
"1,652","100,000,000","160,365,236,579"
"1,653","100,000,000","160,465,236,579"
"1,654","100,000,000","160,565,236,579"
"1,655","100,000,000","160,665,236,579"
"1,656","100,000,000","160,765,236,579"
"1,657","100,000,000","160,865,236,579"
"1,658","100,000,000","160,965,236,579"
"1,659","100,000,000","161,065,236,579"
"1,660","100,000,000","161,165,236,579"
"1,661","100,000,000","161,265,236,579"
"1,662","100,000,000","161,365,236,579"
"1,663","100,000,000","161,465,236,579"
"1,664","100,000,000","161,565,236,579"
"1,665","100,000,000","161,665,236,579"
"1,666","100,000,000","161,765,236,579"
"1,667","100,000,000","161,865,236,579"
"1,668","100,000,000","161,965,236,579"
"1,669","100,000,000","162,065,236,579"
"1,670","100,000,000","162,165,236,579"
"1,671","100,000,000","162,265,236,579"
"1,672","100,000,000","162,365,236,579"
"1,673","100,000,000","162,465,236,579"
"1,674","100,000,000","162,565,236,579"
"1,675","100,000,000","162,665,236,579"
"1,676","100,000,000","162,765,236,579"
"1,677","100,000,000","162,865,236,579"
"1,678","100,000,000","162,965,236,579"
"1,679","100,000,000","163,065,236,579"
"1,680","100,000,000","163,165,236,579"
"1,681","100,000,000","163,265,236,579"
"1,682","100,000,000","163,365,236,579"
"1,683","100,000,000","163,465,236,579"
"1,684","100,000,000","163,565,236,579"
"1,685","100,000,000","163,665,236,579"
"1,686","100,000,000","163,765,236,579"
"1,687","100,000,000","163,865,236,579"
"1,688","100,000,000","163,965,236,579"
"1,689","100,000,000","164,065,236,579"
"1,690","100,000,000","164,165,236,579"
"1,691","100,000,000","164,265,236,579"
"1,692","100,000,000","164,365,236,579"
"1,693","100,000,000","164,465,236,579"
"1,694","100,000,000","164,565,236,579"
"1,695","100,000,000","164,665,236,579"
"1,696","100,000,000","164,765,236,579"
"1,697","100,000,000","164,865,236,579"
"1,698","100,000,000","164,965,236,579"
"1,699","100,000,000","165,065,236,579"
"1,700","100,000,000","165,165,236,579"
"1,701","100,000,000","165,265,236,579"
"1,702","100,000,000","165,365,236,579"
"1,703","100,000,000","165,465,236,579"
"1,704","100,000,000","165,565,236,579"
"1,705","100,000,000","165,665,236,579"
"1,706","100,000,000","165,765,236,579"
"1,707","100,000,000","165,865,236,579"
"1,708","100,000,000","165,965,236,579"
"1,709","100,000,000","166,065,236,579"
"1,710","100,000,000","166,165,236,579"
"1,711","100,000,000","166,265,236,579"
"1,712","100,000,000","166,365,236,579"
"1,713","100,000,000","166,465,236,579"
"1,714","100,000,000","166,565,236,579"
"1,715","100,000,000","166,665,236,579"
"1,716","100,000,000","166,765,236,579"
"1,717","100,000,000","166,865,236,579"
"1,718","100,000,000","166,965,236,579"
"1,719","100,000,000","167,065,236,579"
"1,720","100,000,000","167,165,236,579"
"1,721","100,000,000","167,265,236,579"
"1,722","100,000,000","167,365,236,579"
"1,723","100,000,000","167,465,236,579"
"1,724","100,000,000","167,565,236,579"
"1,725","100,000,000","167,665,236,579"
"1,726","100,000,000","167,765,236,579"
"1,727","100,000,000","167,865,236,579"
"1,728","100,000,000","167,965,236,579"
"1,729","100,000,000","168,065,236,579"
"1,730","100,000,000","168,165,236,579"
"1,731","100,000,000","168,265,236,579"
"1,732","100,000,000","168,365,236,579"
"1,733","100,000,000","168,465,236,579"
"1,734","100,000,000","168,565,236,579"
"1,735","100,000,000","168,665,236,579"
"1,736","100,000,000","168,765,236,579"
"1,737","100,000,000","168,865,236,579"
"1,738","100,000,000","168,965,236,579"
"1,739","100,000,000","169,065,236,579"
"1,740","100,000,000","169,165,236,579"
"1,741","100,000,000","169,265,236,579"
"1,742","100,000,000","169,365,236,579"
"1,743","100,000,000","169,465,236,579"
"1,744","100,000,000","169,565,236,579"
"1,745","100,000,000","169,665,236,579"
"1,746","100,000,000","169,765,236,579"
"1,747","100,000,000","169,865,236,579"
"1,748","100,000,000","169,965,236,579"
"1,749","100,000,000","170,065,236,579"
"1,750","100,000,000","170,165,236,579"
"1,751","100,000,000","170,265,236,579"
"1,752","100,000,000","170,365,236,579"
"1,753","100,000,000","170,465,236,579"
"1,754","100,000,000","170,565,236,579"
"1,755","100,000,000","170,665,236,579"
"1,756","100,000,000","170,765,236,579"
"1,757","100,000,000","170,865,236,579"
"1,758","100,000,000","170,965,236,579"
"1,759","100,000,000","171,065,236,579"
"1,760","100,000,000","171,165,236,579"
"1,761","100,000,000","171,265,236,579"
"1,762","100,000,000","171,365,236,579"
"1,763","100,000,000","171,465,236,579"
"1,764","100,000,000","171,565,236,579"
"1,765","100,000,000","171,665,236,579"
"1,766","100,000,000","171,765,236,579"
"1,767","100,000,000","171,865,236,579"
"1,768","100,000,000","171,965,236,579"
"1,769","100,000,000","172,065,236,579"
"1,770","100,000,000","172,165,236,579"
"1,771","100,000,000","172,265,236,579"
"1,772","100,000,000","172,365,236,579"
"1,773","100,000,000","172,465,236,579"
"1,774","100,000,000","172,565,236,579"
"1,775","100,000,000","172,665,236,579"
"1,776","100,000,000","172,765,236,579"
"1,777","100,000,000","172,865,236,579"
"1,778","100,000,000","172,965,236,579"
"1,779","100,000,000","173,065,236,579"
"1,780","100,000,000","173,165,236,579"
"1,781","100,000,000","173,265,236,579"
"1,782","100,000,000","173,365,236,579"
"1,783","100,000,000","173,465,236,579"
"1,784","100,000,000","173,565,236,579"
"1,785","100,000,000","173,665,236,579"
"1,786","100,000,000","173,765,236,579"
"1,787","100,000,000","173,865,236,579"
"1,788","100,000,000","173,965,236,579"
"1,789","100,000,000","174,065,236,579"
"1,790","100,000,000","174,165,236,579"
"1,791","100,000,000","174,265,236,579"
"1,792","100,000,000","174,365,236,579"
"1,793","100,000,000","174,465,236,579"
"1,794","100,000,000","174,565,236,579"
"1,795","100,000,000","174,665,236,579"
"1,796","100,000,000","174,765,236,579"
"1,797","100,000,000","174,865,236,579"
"1,798","100,000,000","174,965,236,579"
"1,799","100,000,000","175,065,236,579"
"1,800","100,000,000","175,165,236,579"
"1,801","100,000,000","175,265,236,579"
"1,802","100,000,000","175,365,236,579"
"1,803","100,000,000","175,465,236,579"
"1,804","100,000,000","175,565,236,579"
"1,805","100,000,000","175,665,236,579"
"1,806","100,000,000","175,765,236,579"
"1,807","100,000,000","175,865,236,579"
"1,808","100,000,000","175,965,236,579"
"1,809","100,000,000","176,065,236,579"
"1,810","100,000,000","176,165,236,579"
"1,811","100,000,000","176,265,236,579"
"1,812","100,000,000","176,365,236,579"
"1,813","100,000,000","176,465,236,579"
"1,814","100,000,000","176,565,236,579"
"1,815","100,000,000","176,665,236,579"
"1,816","100,000,000","176,765,236,579"
"1,817","100,000,000","176,865,236,579"
"1,818","100,000,000","176,965,236,579"
"1,819","100,000,000","177,065,236,579"
"1,820","100,000,000","177,165,236,579"
"1,821","100,000,000","177,265,236,579"
"1,822","100,000,000","177,365,236,579"
"1,823","100,000,000","177,465,236,579"
"1,824","100,000,000","177,565,236,579"
"1,825","100,000,000","177,665,236,579"
"1,826","100,000,000","177,765,236,579"
"1,827","100,000,000","177,865,236,579"
"1,828","100,000,000","177,965,236,579"
"1,829","100,000,000","178,065,236,579"
"1,830","100,000,000","178,165,236,579"
"1,831","100,000,000","178,265,236,579"
"1,832","100,000,000","178,365,236,579"
"1,833","100,000,000","178,465,236,579"
"1,834","100,000,000","178,565,236,579"
"1,835","100,000,000","178,665,236,579"
"1,836","100,000,000","178,765,236,579"
"1,837","100,000,000","178,865,236,579"
"1,838","100,000,000","178,965,236,579"
"1,839","100,000,000","179,065,236,579"
"1,840","100,000,000","179,165,236,579"
"1,841","100,000,000","179,265,236,579"
"1,842","100,000,000","179,365,236,579"
"1,843","100,000,000","179,465,236,579"
"1,844","100,000,000","179,565,236,579"
"1,845","100,000,000","179,665,236,579"
"1,846","100,000,000","179,765,236,579"
"1,847","100,000,000","179,865,236,579"
"1,848","100,000,000","179,965,236,579"
"1,849","100,000,000","180,065,236,579"
"1,850","100,000,000","180,165,236,579"
"1,851","100,000,000","180,265,236,579"
"1,852","100,000,000","180,365,236,579"
"1,853","100,000,000","180,465,236,579"
"1,854","100,000,000","180,565,236,579"
"1,855","100,000,000","180,665,236,579"
"1,856","100,000,000","180,765,236,579"
"1,857","100,000,000","180,865,236,579"
"1,858","100,000,000","180,965,236,579"
"1,859","100,000,000","181,065,236,579"
"1,860","100,000,000","181,165,236,579"
"1,861","100,000,000","181,265,236,579"
"1,862","100,000,000","181,365,236,579"
"1,863","100,000,000","181,465,236,579"
"1,864","100,000,000","181,565,236,579"
"1,865","100,000,000","181,665,236,579"
"1,866","100,000,000","181,765,236,579"
"1,867","100,000,000","181,865,236,579"
"1,868","100,000,000","181,965,236,579"
"1,869","100,000,000","182,065,236,579"
"1,870","100,000,000","182,165,236,579"
"1,871","100,000,000","182,265,236,579"
"1,872","100,000,000","182,365,236,579"
"1,873","100,000,000","182,465,236,579"
"1,874","100,000,000","182,565,236,579"
"1,875","100,000,000","182,665,236,579"
"1,876","100,000,000","182,765,236,579"
"1,877","100,000,000","182,865,236,579"
"1,878","100,000,000","182,965,236,579"
"1,879","100,000,000","183,065,236,579"
"1,880","100,000,000","183,165,236,579"
"1,881","100,000,000","183,265,236,579"
"1,882","100,000,000","183,365,236,579"
"1,883","100,000,000","183,465,236,579"
"1,884","100,000,000","183,565,236,579"
"1,885","100,000,000","183,665,236,579"
"1,886","100,000,000","183,765,236,579"
"1,887","100,000,000","183,865,236,579"
"1,888","100,000,000","183,965,236,579"
"1,889","100,000,000","184,065,236,579"
"1,890","100,000,000","184,165,236,579"
"1,891","100,000,000","184,265,236,579"
"1,892","100,000,000","184,365,236,579"
"1,893","100,000,000","184,465,236,579"
"1,894","100,000,000","184,565,236,579"
"1,895","100,000,000","184,665,236,579"
"1,896","100,000,000","184,765,236,579"
"1,897","100,000,000","184,865,236,579"
"1,898","100,000,000","184,965,236,579"
"1,899","100,000,000","185,065,236,579"
"1,900","100,000,000","185,165,236,579"
"1,901","100,000,000","185,265,236,579"
"1,902","100,000,000","185,365,236,579"
"1,903","100,000,000","185,465,236,579"
"1,904","100,000,000","185,565,236,579"
"1,905","100,000,000","185,665,236,579"
"1,906","100,000,000","185,765,236,579"
"1,907","100,000,000","185,865,236,579"
"1,908","100,000,000","185,965,236,579"
"1,909","100,000,000","186,065,236,579"
"1,910","100,000,000","186,165,236,579"
"1,911","100,000,000","186,265,236,579"
"1,912","100,000,000","186,365,236,579"
"1,913","100,000,000","186,465,236,579"
"1,914","100,000,000","186,565,236,579"
"1,915","100,000,000","186,665,236,579"
"1,916","100,000,000","186,765,236,579"
"1,917","100,000,000","186,865,236,579"
"1,918","100,000,000","186,965,236,579"
"1,919","100,000,000","187,065,236,579"
"1,920","100,000,000","187,165,236,579"
"1,921","100,000,000","187,265,236,579"
"1,922","100,000,000","187,365,236,579"
"1,923","100,000,000","187,465,236,579"
"1,924","100,000,000","187,565,236,579"
"1,925","100,000,000","187,665,236,579"
"1,926","100,000,000","187,765,236,579"
"1,927","100,000,000","187,865,236,579"
"1,928","100,000,000","187,965,236,579"
"1,929","100,000,000","188,065,236,579"
"1,930","100,000,000","188,165,236,579"
"1,931","100,000,000","188,265,236,579"
"1,932","100,000,000","188,365,236,579"
"1,933","100,000,000","188,465,236,579"
"1,934","100,000,000","188,565,236,579"
"1,935","100,000,000","188,665,236,579"
"1,936","100,000,000","188,765,236,579"
"1,937","100,000,000","188,865,236,579"
"1,938","100,000,000","188,965,236,579"
"1,939","100,000,000","189,065,236,579"
"1,940","100,000,000","189,165,236,579"
"1,941","100,000,000","189,265,236,579"
"1,942","100,000,000","189,365,236,579"
"1,943","100,000,000","189,465,236,579"
"1,944","100,000,000","189,565,236,579"
"1,945","100,000,000","189,665,236,579"
"1,946","100,000,000","189,765,236,579"
"1,947","100,000,000","189,865,236,579"
"1,948","100,000,000","189,965,236,579"
"1,949","100,000,000","190,065,236,579"
"1,950","100,000,000","190,165,236,579"
"1,951","100,000,000","190,265,236,579"
"1,952","100,000,000","190,365,236,579"
"1,953","100,000,000","190,465,236,579"
"1,954","100,000,000","190,565,236,579"
"1,955","100,000,000","190,665,236,579"
"1,956","100,000,000","190,765,236,579"
"1,957","100,000,000","190,865,236,579"
"1,958","100,000,000","190,965,236,579"
"1,959","100,000,000","191,065,236,579"
"1,960","100,000,000","191,165,236,579"
"1,961","100,000,000","191,265,236,579"
"1,962","100,000,000","191,365,236,579"
"1,963","100,000,000","191,465,236,579"
"1,964","100,000,000","191,565,236,579"
"1,965","100,000,000","191,665,236,579"
"1,966","100,000,000","191,765,236,579"
"1,967","100,000,000","191,865,236,579"
"1,968","100,000,000","191,965,236,579"
"1,969","100,000,000","192,065,236,579"
"1,970","100,000,000","192,165,236,579"
"1,971","100,000,000","192,265,236,579"
"1,972","100,000,000","192,365,236,579"
"1,973","100,000,000","192,465,236,579"
"1,974","100,000,000","192,565,236,579"
"1,975","100,000,000","192,665,236,579"
"1,976","100,000,000","192,765,236,579"
"1,977","100,000,000","192,865,236,579"
"1,978","100,000,000","192,965,236,579"
"1,979","100,000,000","193,065,236,579"
"1,980","100,000,000","193,165,236,579"
"1,981","100,000,000","193,265,236,579"
"1,982","100,000,000","193,365,236,579"
"1,983","100,000,000","193,465,236,579"
"1,984","100,000,000","193,565,236,579"
"1,985","100,000,000","193,665,236,579"
"1,986","100,000,000","193,765,236,579"
"1,987","100,000,000","193,865,236,579"
"1,988","100,000,000","193,965,236,579"
"1,989","100,000,000","194,065,236,579"
"1,990","100,000,000","194,165,236,579"
"1,991","100,000,000","194,265,236,579"
"1,992","100,000,000","194,365,236,579"
"1,993","100,000,000","194,465,236,579"
"1,994","100,000,000","194,565,236,579"
"1,995","100,000,000","194,665,236,579"
"1,996","100,000,000","194,765,236,579"
"1,997","100,000,000","194,865,236,579"
"1,998","100,000,000","194,965,236,579"
"1,999","100,000,000","195,065,236,579"
"2,000","100,000,000","195,165,236,579"
