id,level,need,cumStone,unlockGem,cumGem
memoryRocket,270,795,101373,1875,34420
memoryRocket,271,798,102171,0,34420
memoryRocket,272,802,102973,0,34420
memoryRocket,273,805,103778,0,34420
memoryRocket,274,808,104586,0,34420
memoryRocket,275,811,105397,1964,36384
memoryRocket,276,815,106212,0,36384
memoryRocket,277,818,107030,0,36384
memoryRocket,278,821,107851,0,36384
memoryRocket,279,825,108676,0,36384
memoryRocket,280,828,109504,2056,38440
memoryRocket,281,831,110335,0,38440
memoryRocket,282,835,111170,0,38440
memoryRocket,283,838,112008,0,38440
memoryRocket,284,841,112849,0,38440
memoryRocket,285,845,113694,2151,40591
memoryRocket,286,848,114542,0,40591
memoryRocket,287,851,115393,0,40591
memoryRocket,288,854,116247,0,40591
memoryRocket,289,858,117105,0,40591
memoryRocket,290,861,117966,2249,42840
memoryRocket,291,864,118830,0,42840
memoryRocket,292,868,119698,0,42840
memoryRocket,293,871,120569,0,42840
memoryRocket,294,874,121443,0,42840
memoryRocket,295,878,122321,2351,45191
memoryRocket,296,881,123202,0,45191
memoryRocket,297,884,124086,0,45191
memoryRocket,298,888,124974,0,45191
memoryRocket,299,891,125865,0,45191
memoryRocket,300,894,126759,0,45191
fairyNecklace,0,0,0,100,100
fairyNecklace,1,1,1,0,100
fairyNecklace,2,2,3,0,100
fairyNecklace,3,4,7,0,100
fairyNecklace,4,6,13,0,100
fairyNecklace,5,8,21,105,205
fairyNecklace,6,10,31,0,205
fairyNecklace,7,12,43,0,205
fairyNecklace,8,14,57,0,205
fairyNecklace,9,16,73,0,205
fairyNecklace,10,18,91,111,316
fairyNecklace,11,20,111,0,316
fairyNecklace,12,22,133,0,316
fairyNecklace,13,24,157,0,316
fairyNecklace,14,27,184,0,316
fairyNecklace,15,29,213,117,433
fairyNecklace,16,31,244,0,433
fairyNecklace,17,34,278,0,433
fairyNecklace,18,36,314,0,433
fairyNecklace,19,38,352,0,433
fairyNecklace,20,41,393,122,555
fairyNecklace,21,43,436,0,555
fairyNecklace,22,45,481,0,555
fairyNecklace,23,48,529,0,555
fairyNecklace,24,50,579,0,555
fairyNecklace,25,53,632,129,684
fairyNecklace,26,55,687,0,684
fairyNecklace,27,58,745,0,684
fairyNecklace,28,60,805,0,684
fairyNecklace,29,63,868,0,684
fairyNecklace,30,65,933,135,819
fairyNecklace,31,68,1001,0,819
fairyNecklace,32,70,1071,0,819
fairyNecklace,33,73,1144,0,819
fairyNecklace,34,75,1219,0,819
fairyNecklace,35,78,1297,142,961
fairyNecklace,36,81,1378,0,961
fairyNecklace,37,83,1461,0,961
fairyNecklace,38,86,1547,0,961
fairyNecklace,39,88,1635,0,961
fairyNecklace,40,91,1726,149,1110
fairyNecklace,41,94,1820,0,1110
fairyNecklace,42,96,1916,0,1110
fairyNecklace,43,99,2015,0,1110
fairyNecklace,44,102,2117,0,1110
fairyNecklace,45,104,2221,157,1267
fairyNecklace,46,107,2328,0,1267
fairyNecklace,47,110,2438,0,1267
fairyNecklace,48,112,2550,0,1267
fairyNecklace,49,115,2665,0,1267
fairyNecklace,50,118,2783,165,1432
fairyNecklace,51,121,2904,0,1432
fairyNecklace,52,123,3027,0,1432
fairyNecklace,53,126,3153,0,1432
fairyNecklace,54,129,3282,0,1432
fairyNecklace,55,131,3413,174,1606
fairyNecklace,56,134,3547,0,1606
fairyNecklace,57,137,3684,0,1606
fairyNecklace,58,140,3824,0,1606
fairyNecklace,59,142,3966,0,1606
fairyNecklace,60,145,4111,183,1789
fairyNecklace,61,148,4259,0,1789
fairyNecklace,62,151,4410,0,1789
fairyNecklace,63,154,4564,0,1789
fairyNecklace,64,156,4720,0,1789
fairyNecklace,65,159,4879,193,1982
fairyNecklace,66,162,5041,0,1982
fairyNecklace,67,165,5206,0,1982
fairyNecklace,68,168,5374,0,1982
fairyNecklace,69,170,5544,0,1982
fairyNecklace,70,173,5717,204,2186
fairyNecklace,71,176,5893,0,2186
fairyNecklace,72,179,6072,0,2186
fairyNecklace,73,182,6254,0,2186
fairyNecklace,74,185,6439,0,2186
fairyNecklace,75,187,6626,215,2401
fairyNecklace,76,190,6816,0,2401
fairyNecklace,77,193,7009,0,2401
fairyNecklace,78,196,7205,0,2401
fairyNecklace,79,199,7404,0,2401
fairyNecklace,80,202,7606,227,2628
fairyNecklace,81,205,7811,0,2628
fairyNecklace,82,207,8018,0,2628
fairyNecklace,83,210,8228,0,2628
fairyNecklace,84,213,8441,0,2628
fairyNecklace,85,216,8657,241,2869
fairyNecklace,86,219,8876,0,2869
fairyNecklace,87,222,9098,0,2869
fairyNecklace,88,225,9323,0,2869
fairyNecklace,89,228,9551,0,2869
fairyNecklace,90,231,9782,255,3124
fairyNecklace,91,233,10015,0,3124
fairyNecklace,92,236,10251,0,3124
fairyNecklace,93,239,10490,0,3124
fairyNecklace,94,242,10732,0,3124
fairyNecklace,95,245,10977,270,3394
fairyNecklace,96,248,11225,0,3394
fairyNecklace,97,251,11476,0,3394
fairyNecklace,98,254,11730,0,3394
fairyNecklace,99,257,11987,0,3394
fairyNecklace,100,260,12247,286,3680
fairyNecklace,101,263,12510,0,3680
fairyNecklace,102,266,12776,0,3680
fairyNecklace,103,269,13045,0,3680
fairyNecklace,104,272,13317,0,3680
fairyNecklace,105,275,13592,304,3984
fairyNecklace,106,278,13870,0,3984
fairyNecklace,107,281,14151,0,3984
fairyNecklace,108,284,14435,0,3984
fairyNecklace,109,287,14722,0,3984
fairyNecklace,110,289,15011,322,4306
fairyNecklace,111,292,15303,0,4306
fairyNecklace,112,295,15598,0,4306
fairyNecklace,113,298,15896,0,4306
fairyNecklace,114,301,16197,0,4306
fairyNecklace,115,304,16501,342,4648
fairyNecklace,116,307,16808,0,4648
fairyNecklace,117,310,17118,0,4648
fairyNecklace,118,313,17431,0,4648
fairyNecklace,119,316,17747,0,4648
fairyNecklace,120,319,18066,363,5011
fairyNecklace,121,322,18388,0,5011
fairyNecklace,122,325,18713,0,5011
fairyNecklace,123,328,19041,0,5011
fairyNecklace,124,332,19373,0,5011
fairyNecklace,125,335,19708,386,5397
fairyNecklace,126,338,20046,0,5397
fairyNecklace,127,341,20387,0,5397
fairyNecklace,128,344,20731,0,5397
fairyNecklace,129,347,21078,0,5397
fairyNecklace,130,350,21428,409,5806
fairyNecklace,131,353,21781,0,5806
fairyNecklace,132,356,22137,0,5806
fairyNecklace,133,359,22496,0,5806
fairyNecklace,134,362,22858,0,5806
fairyNecklace,135,365,23223,435,6241
fairyNecklace,136,368,23591,0,6241
fairyNecklace,137,371,23962,0,6241
fairyNecklace,138,374,24336,0,6241
fairyNecklace,139,377,24713,0,6241
fairyNecklace,140,380,25093,462,6703
fairyNecklace,141,383,25476,0,6703
fairyNecklace,142,386,25862,0,6703
fairyNecklace,143,389,26251,0,6703
fairyNecklace,144,392,26643,0,6703
fairyNecklace,145,396,27039,490,7193
fairyNecklace,146,399,27438,0,7193
fairyNecklace,147,402,27840,0,7193
fairyNecklace,148,405,28245,0,7193
fairyNecklace,149,408,28653,0,7193
fairyNecklace,150,411,29064,520,7713
fairyNecklace,151,414,29478,0,7713
fairyNecklace,152,417,29895,0,7713
fairyNecklace,153,420,30315,0,7713
fairyNecklace,154,423,30738,0,7713
fairyNecklace,155,426,31164,552,8265
fairyNecklace,156,430,31594,0,8265
fairyNecklace,157,433,32027,0,8265
fairyNecklace,158,436,32463,0,8265
fairyNecklace,159,439,32902,0,8265
fairyNecklace,160,442,33344,585,8850
fairyNecklace,161,445,33789,0,8850
fairyNecklace,162,448,34237,0,8850
fairyNecklace,163,451,34688,0,8850
fairyNecklace,164,454,35142,0,8850
fairyNecklace,165,458,35600,620,9470
fairyNecklace,166,461,36061,0,9470
fairyNecklace,167,464,36525,0,9470
fairyNecklace,168,467,36992,0,9470
fairyNecklace,169,470,37462,0,9470
fairyNecklace,170,473,37935,658,10128
fairyNecklace,171,476,38411,0,10128
fairyNecklace,172,479,38890,0,10128
fairyNecklace,173,483,39373,0,10128
fairyNecklace,174,486,39859,0,10128
fairyNecklace,175,489,40348,697,10825
fairyNecklace,176,492,40840,0,10825
fairyNecklace,177,495,41335,0,10825
fairyNecklace,178,498,41833,0,10825
fairyNecklace,179,501,42334,0,10825
fairyNecklace,180,505,42839,737,11562
fairyNecklace,181,508,43347,0,11562
fairyNecklace,182,511,43858,0,11562
fairyNecklace,183,514,44372,0,11562
fairyNecklace,184,517,44889,0,11562
fairyNecklace,185,520,45409,780,12342
fairyNecklace,186,524,45933,0,12342
fairyNecklace,187,527,46460,0,12342
fairyNecklace,188,530,46990,0,12342
fairyNecklace,189,533,47523,0,12342
fairyNecklace,190,536,48059,826,13168
fairyNecklace,191,539,48598,0,13168
fairyNecklace,192,543,49141,0,13168
fairyNecklace,193,546,49687,0,13168
fairyNecklace,194,549,50236,0,13168
fairyNecklace,195,552,50788,873,14041
fairyNecklace,196,555,51343,0,14041
fairyNecklace,197,558,51901,0,14041
fairyNecklace,198,562,52463,0,14041
fairyNecklace,199,565,53028,0,14041
fairyNecklace,200,568,53596,922,14963
fairyNecklace,201,571,54167,0,14963
fairyNecklace,202,574,54741,0,14963
fairyNecklace,203,578,55319,0,14963
fairyNecklace,204,581,55900,0,14963
fairyNecklace,205,584,56484,974,15937
fairyNecklace,206,587,57071,0,15937
fairyNecklace,207,590,57661,0,15937
fairyNecklace,208,594,58255,0,15937
fairyNecklace,209,597,58852,0,15937
fairyNecklace,210,600,59452,1028,16965
fairyNecklace,211,603,60055,0,16965
fairyNecklace,212,606,60661,0,16965
fairyNecklace,213,610,61271,0,16965
fairyNecklace,214,613,61884,0,16965
fairyNecklace,215,616,62500,1084,18049
fairyNecklace,216,619,63119,0,18049
fairyNecklace,217,622,63741,0,18049
fairyNecklace,218,626,64367,0,18049
fairyNecklace,219,629,64996,0,18049
fairyNecklace,220,632,65628,1143,19192
fairyNecklace,221,635,66263,0,19192
fairyNecklace,222,639,66902,0,19192
fairyNecklace,223,642,67544,0,19192
fairyNecklace,224,645,68189,0,19192
fairyNecklace,225,648,68837,1204,20396
fairyNecklace,226,651,69488,0,20396
fairyNecklace,227,655,70143,0,20396
fairyNecklace,228,658,70801,0,20396
fairyNecklace,229,661,71462,0,20396
fairyNecklace,230,664,72126,1268,21664
fairyNecklace,231,668,72794,0,21664
fairyNecklace,232,671,73465,0,21664
fairyNecklace,233,674,74139,0,21664
fairyNecklace,234,677,74816,0,21664
fairyNecklace,235,681,75497,1334,22998
fairyNecklace,236,684,76181,0,22998
fairyNecklace,237,687,76868,0,22998
fairyNecklace,238,690,77558,0,22998
fairyNecklace,239,694,78252,0,22998
fairyNecklace,240,697,78949,1403,24401
fairyNecklace,241,700,79649,0,24401
fairyNecklace,242,703,80352,0,24401
fairyNecklace,243,707,81059,0,24401
fairyNecklace,244,710,81769,0,24401
fairyNecklace,245,713,82482,1474,25875
fairyNecklace,246,716,83198,0,25875
fairyNecklace,247,720,83918,0,25875
fairyNecklace,248,723,84641,0,25875
fairyNecklace,249,726,85367,0,25875
fairyNecklace,250,729,86096,1549,27424
fairyNecklace,251,733,86829,0,27424
fairyNecklace,252,736,87565,0,27424
fairyNecklace,253,739,88304,0,27424
fairyNecklace,254,743,89047,0,27424
fairyNecklace,255,746,89793,1626,29050
fairyNecklace,256,749,90542,0,29050
fairyNecklace,257,752,91294,0,29050
fairyNecklace,258,756,92050,0,29050
fairyNecklace,259,759,92809,0,29050
fairyNecklace,260,762,93571,1706,30756
fairyNecklace,261,765,94336,0,30756
fairyNecklace,262,769,95105,0,30756
fairyNecklace,263,772,95877,0,30756
fairyNecklace,264,775,96652,0,30756
fairyNecklace,265,779,97431,1789,32545
fairyNecklace,266,782,98213,0,32545
fairyNecklace,267,785,98998,0,32545
fairyNecklace,268,788,99786,0,32545
fairyNecklace,269,792,100578,0,32545
fairyNecklace,270,795,101373,1875,34420
fairyNecklace,271,798,102171,0,34420
fairyNecklace,272,802,102973,0,34420
fairyNecklace,273,805,103778,0,34420
fairyNecklace,274,808,104586,0,34420
fairyNecklace,275,811,105397,1964,36384
fairyNecklace,276,815,106212,0,36384
fairyNecklace,277,818,107030,0,36384
fairyNecklace,278,821,107851,0,36384
fairyNecklace,279,825,108676,0,36384
fairyNecklace,280,828,109504,2056,38440
fairyNecklace,281,831,110335,0,38440
fairyNecklace,282,835,111170,0,38440
fairyNecklace,283,838,112008,0,38440
fairyNecklace,284,841,112849,0,38440
fairyNecklace,285,845,113694,2151,40591
fairyNecklace,286,848,114542,0,40591
fairyNecklace,287,851,115393,0,40591
fairyNecklace,288,854,116247,0,40591
fairyNecklace,289,858,117105,0,40591
fairyNecklace,290,861,117966,2249,42840
fairyNecklace,291,864,118830,0,42840
fairyNecklace,292,868,119698,0,42840
fairyNecklace,293,871,120569,0,42840
fairyNecklace,294,874,121443,0,42840
fairyNecklace,295,878,122321,2351,45191
fairyNecklace,296,881,123202,0,45191
fairyNecklace,297,884,124086,0,45191
fairyNecklace,298,888,124974,0,45191
fairyNecklace,299,891,125865,0,45191
fairyNecklace,300,894,126759,0,45191
tokenOfResolve,0,0,0,100,100
tokenOfResolve,1,1,1,0,100
tokenOfResolve,2,3,4,0,100
tokenOfResolve,3,6,10,0,100
tokenOfResolve,4,8,18,0,100
tokenOfResolve,5,11,29,104,204
tokenOfResolve,6,14,43,0,204
tokenOfResolve,7,16,59,0,204
tokenOfResolve,8,19,78,0,204
tokenOfResolve,9,22,100,0,204
tokenOfResolve,10,25,125,108,312
tokenOfResolve,11,28,153,0,312
tokenOfResolve,12,31,184,0,312
tokenOfResolve,13,34,218,0,312
tokenOfResolve,14,37,255,0,312
tokenOfResolve,15,40,295,112,424
tokenOfResolve,16,43,338,0,424
tokenOfResolve,17,46,384,0,424
tokenOfResolve,18,50,434,0,424
tokenOfResolve,19,53,487,0,424
tokenOfResolve,20,56,543,117,541
tokenOfResolve,21,59,602,0,541
tokenOfResolve,22,62,664,0,541
tokenOfResolve,23,66,730,0,541
tokenOfResolve,24,69,799,0,541
tokenOfResolve,25,72,871,122,663
tokenOfResolve,26,76,947,0,663
tokenOfResolve,27,79,1026,0,663
tokenOfResolve,28,82,1108,0,663
tokenOfResolve,29,86,1194,0,663
tokenOfResolve,30,89,1283,127,790
tokenOfResolve,31,93,1376,0,790
tokenOfResolve,32,96,1472,0,790
tokenOfResolve,33,100,1572,0,790
tokenOfResolve,34,103,1675,0,790
tokenOfResolve,35,106,1781,133,923
tokenOfResolve,36,110,1891,0,923
tokenOfResolve,37,113,2004,0,923
tokenOfResolve,38,117,2121,0,923
tokenOfResolve,39,120,2241,0,923
tokenOfResolve,40,124,2365,139,1062
tokenOfResolve,41,128,2493,0,1062
tokenOfResolve,42,131,2624,0,1062
tokenOfResolve,43,135,2759,0,1062
tokenOfResolve,44,138,2897,0,1062
tokenOfResolve,45,142,3039,146,1208
tokenOfResolve,46,145,3184,0,1208
tokenOfResolve,47,149,3333,0,1208
tokenOfResolve,48,153,3486,0,1208
tokenOfResolve,49,156,3642,0,1208
tokenOfResolve,50,160,3802,153,1361
tokenOfResolve,51,164,3966,0,1361
tokenOfResolve,52,167,4133,0,1361
tokenOfResolve,53,171,4304,0,1361
tokenOfResolve,54,174,4478,0,1361
tokenOfResolve,55,178,4656,161,1522
tokenOfResolve,56,182,4838,0,1522
tokenOfResolve,57,186,5024,0,1522
tokenOfResolve,58,189,5213,0,1522
tokenOfResolve,59,193,5406,0,1522
tokenOfResolve,60,197,5603,171,1693
tokenOfResolve,61,200,5803,0,1693
tokenOfResolve,62,204,6007,0,1693
tokenOfResolve,63,208,6215,0,1693
tokenOfResolve,64,212,6427,0,1693
tokenOfResolve,65,215,6642,181,1874
tokenOfResolve,66,219,6861,0,1874
tokenOfResolve,67,223,7084,0,1874
tokenOfResolve,68,227,7311,0,1874
tokenOfResolve,69,230,7541,0,1874
tokenOfResolve,70,234,7775,192,2066
tokenOfResolve,71,238,8013,0,2066
tokenOfResolve,72,242,8255,0,2066
tokenOfResolve,73,245,8500,0,2066
tokenOfResolve,74,249,8749,0,2066
tokenOfResolve,75,253,9002,204,2270
tokenOfResolve,76,257,9259,0,2270
tokenOfResolve,77,261,9520,0,2270
tokenOfResolve,78,265,9785,0,2270
tokenOfResolve,79,268,10053,0,2270
tokenOfResolve,80,272,10325,217,2487
tokenOfResolve,81,276,10601,0,2487
tokenOfResolve,82,280,10881,0,2487
tokenOfResolve,83,284,11165,0,2487
tokenOfResolve,84,288,11453,0,2487
tokenOfResolve,85,291,11744,231,2718
tokenOfResolve,86,295,12039,0,2718
tokenOfResolve,87,299,12338,0,2718
tokenOfResolve,88,303,12641,0,2718
tokenOfResolve,89,307,12948,0,2718
tokenOfResolve,90,311,13259,247,2965
tokenOfResolve,91,315,13574,0,2965
tokenOfResolve,92,319,13893,0,2965
tokenOfResolve,93,323,14216,0,2965
tokenOfResolve,94,326,14542,0,2965
tokenOfResolve,95,330,14872,264,3229
tokenOfResolve,96,334,15206,0,3229
tokenOfResolve,97,338,15544,0,3229
tokenOfResolve,98,342,15886,0,3229
tokenOfResolve,99,346,16232,0,3229
tokenOfResolve,100,350,16582,283,3512
tokenOfResolve,101,354,16936,0,3512
tokenOfResolve,102,358,17294,0,3512
tokenOfResolve,103,362,17656,0,3512
tokenOfResolve,104,366,18022,0,3512
tokenOfResolve,105,370,18392,303,3815
tokenOfResolve,106,374,18766,0,3815
tokenOfResolve,107,378,19144,0,3815
tokenOfResolve,108,382,19526,0,3815
tokenOfResolve,109,386,19912,0,3815
tokenOfResolve,110,389,20301,324,4139
tokenOfResolve,111,393,20694,0,4139
tokenOfResolve,112,397,21091,0,4139
tokenOfResolve,113,401,21492,0,4139
tokenOfResolve,114,405,21897,0,4139
tokenOfResolve,115,409,22306,348,4487
tokenOfResolve,116,413,22719,0,4487
tokenOfResolve,117,417,23136,0,4487
tokenOfResolve,118,421,23557,0,4487
tokenOfResolve,119,425,23982,0,4487
tokenOfResolve,120,429,24411,373,4860
tokenOfResolve,121,433,24844,0,4860
tokenOfResolve,122,437,25281,0,4860
tokenOfResolve,123,441,25722,0,4860
tokenOfResolve,124,446,26168,0,4860
tokenOfResolve,125,450,26618,399,5259
tokenOfResolve,126,454,27072,0,5259
tokenOfResolve,127,458,27530,0,5259
tokenOfResolve,128,462,27992,0,5259
tokenOfResolve,129,466,28458,0,5259
tokenOfResolve,130,470,28928,428,5687
tokenOfResolve,131,474,29402,0,5687
tokenOfResolve,132,478,29880,0,5687
tokenOfResolve,133,482,30362,0,5687
tokenOfResolve,134,486,30848,0,5687
tokenOfResolve,135,490,31338,459,6146
tokenOfResolve,136,494,31832,0,6146
tokenOfResolve,137,498,32330,0,6146
tokenOfResolve,138,502,32832,0,6146
tokenOfResolve,139,506,33338,0,6146
tokenOfResolve,140,510,33848,492,6638
tokenOfResolve,141,514,34362,0,6638
tokenOfResolve,142,519,34881,0,6638
tokenOfResolve,143,523,35404,0,6638
tokenOfResolve,144,527,35931,0,6638
tokenOfResolve,145,531,36462,527,7165
tokenOfResolve,146,535,36997,0,7165
tokenOfResolve,147,539,37536,0,7165
tokenOfResolve,148,543,38079,0,7165
tokenOfResolve,149,547,38626,0,7165
tokenOfResolve,150,551,39177,564,7729
tokenOfResolve,151,555,39732,0,7729
tokenOfResolve,152,560,40292,0,7729
tokenOfResolve,153,564,40856,0,7729
tokenOfResolve,154,568,41424,0,7729
tokenOfResolve,155,572,41996,603,8332
tokenOfResolve,156,576,42572,0,8332
tokenOfResolve,157,580,43152,0,8332
tokenOfResolve,158,584,43736,0,8332
tokenOfResolve,159,588,44324,0,8332
tokenOfResolve,160,593,44917,645,8977
tokenOfResolve,161,597,45514,0,8977
tokenOfResolve,162,601,46115,0,8977
tokenOfResolve,163,605,46720,0,8977
tokenOfResolve,164,609,47329,0,8977
tokenOfResolve,165,613,47942,689,9666
tokenOfResolve,166,617,48559,0,9666
tokenOfResolve,167,622,49181,0,9666
tokenOfResolve,168,626,49807,0,9666
tokenOfResolve,169,630,50437,0,9666
tokenOfResolve,170,634,51071,736,10402
tokenOfResolve,171,638,51709,0,10402
tokenOfResolve,172,642,52351,0,10402
tokenOfResolve,173,647,52998,0,10402
tokenOfResolve,174,651,53649,0,10402
tokenOfResolve,175,655,54304,785,11187
tokenOfResolve,176,659,54963,0,11187
tokenOfResolve,177,663,55626,0,11187
tokenOfResolve,178,668,56294,0,11187
tokenOfResolve,179,672,56966,0,11187
tokenOfResolve,180,676,57642,837,12024
tokenOfResolve,181,680,58322,0,12024
tokenOfResolve,182,684,59006,0,12024
tokenOfResolve,183,688,59694,0,12024
tokenOfResolve,184,693,60387,0,12024
tokenOfResolve,185,697,61084,891,12915
tokenOfResolve,186,701,61785,0,12915
tokenOfResolve,187,705,62490,0,12915
tokenOfResolve,188,709,63199,0,12915
tokenOfResolve,189,714,63913,0,12915
tokenOfResolve,190,718,64631,949,13864
tokenOfResolve,191,722,65353,0,13864
tokenOfResolve,192,726,66079,0,13864
tokenOfResolve,193,731,66810,0,13864
tokenOfResolve,194,735,67545,0,13864
tokenOfResolve,195,739,68284,1009,14873
tokenOfResolve,196,743,69027,0,14873
tokenOfResolve,197,747,69774,0,14873
tokenOfResolve,198,752,70526,0,14873
tokenOfResolve,199,756,71282,0,14873
tokenOfResolve,200,760,72042,1072,15945
tokenOfResolve,201,764,72806,0,15945
tokenOfResolve,202,769,73575,0,15945
tokenOfResolve,203,773,74348,0,15945
tokenOfResolve,204,777,75125,0,15945
tokenOfResolve,205,781,75906,1138,17083
tokenOfResolve,206,786,76692,0,17083
tokenOfResolve,207,790,77482,0,17083
tokenOfResolve,208,794,78276,0,17083
tokenOfResolve,209,798,79074,0,17083
tokenOfResolve,210,803,79877,1208,18291
tokenOfResolve,211,807,80684,0,18291
tokenOfResolve,212,811,81495,0,18291
tokenOfResolve,213,815,82310,0,18291
tokenOfResolve,214,820,83130,0,18291
tokenOfResolve,215,824,83954,1280,19571
tokenOfResolve,216,828,84782,0,19571
tokenOfResolve,217,832,85614,0,19571
tokenOfResolve,218,837,86451,0,19571
tokenOfResolve,219,841,87292,0,19571
tokenOfResolve,220,845,88137,1356,20927
tokenOfResolve,221,850,88987,0,20927
tokenOfResolve,222,854,89841,0,20927
tokenOfResolve,223,858,90699,0,20927
tokenOfResolve,224,862,91561,0,20927
tokenOfResolve,225,867,92428,1435,22362
tokenOfResolve,226,871,93299,0,22362
tokenOfResolve,227,875,94174,0,22362
tokenOfResolve,228,880,95054,0,22362
tokenOfResolve,229,884,95938,0,22362
tokenOfResolve,230,888,96826,1518,23880
tokenOfResolve,231,892,97718,0,23880
tokenOfResolve,232,897,98615,0,23880
tokenOfResolve,233,901,99516,0,23880
tokenOfResolve,234,905,100421,0,23880
tokenOfResolve,235,910,101331,1604,25484
tokenOfResolve,236,914,102245,0,25484
tokenOfResolve,237,918,103163,0,25484
tokenOfResolve,238,923,104086,0,25484
tokenOfResolve,239,927,105013,0,25484
tokenOfResolve,240,931,105944,1694,27178
tokenOfResolve,241,935,106879,0,27178
tokenOfResolve,242,940,107819,0,27178
tokenOfResolve,243,944,108763,0,27178
tokenOfResolve,244,948,109711,0,27178
tokenOfResolve,245,953,110664,1787,28965
tokenOfResolve,246,957,111621,0,28965
tokenOfResolve,247,961,112582,0,28965
tokenOfResolve,248,966,113548,0,28965
tokenOfResolve,249,970,114518,0,28965
tokenOfResolve,250,974,115492,1884,30849
tokenOfResolve,251,979,116471,0,30849
tokenOfResolve,252,983,117454,0,30849
tokenOfResolve,253,987,118441,0,30849
tokenOfResolve,254,992,119433,0,30849
tokenOfResolve,255,996,120429,1985,32834
tokenOfResolve,256,1000,121429,0,32834
tokenOfResolve,257,1005,122434,0,32834
tokenOfResolve,258,1009,123443,0,32834
tokenOfResolve,259,1013,124456,0,32834
tokenOfResolve,260,1018,125474,2089,34923
tokenOfResolve,261,1022,126496,0,34923
tokenOfResolve,262,1027,127523,0,34923
tokenOfResolve,263,1031,128554,0,34923
tokenOfResolve,264,1035,129589,0,34923
tokenOfResolve,265,1040,130629,2198,37121
tokenOfResolve,266,1044,131673,0,37121
tokenOfResolve,267,1048,132721,0,37121
tokenOfResolve,268,1053,133774,0,37121
tokenOfResolve,269,1057,134831,0,37121
tokenOfResolve,270,1061,135892,2310,39431
tokenOfResolve,271,1066,136958,0,39431
tokenOfResolve,272,1070,138028,0,39431
tokenOfResolve,273,1075,139103,0,39431
tokenOfResolve,274,1079,140182,0,39431
tokenOfResolve,275,1083,141265,2427,41858
tokenOfResolve,276,1088,142353,0,41858
tokenOfResolve,277,1092,143445,0,41858
tokenOfResolve,278,1096,144541,0,41858
tokenOfResolve,279,1101,145642,0,41858
tokenOfResolve,280,1105,146747,2548,44406
tokenOfResolve,281,1110,147857,0,44406
tokenOfResolve,282,1114,148971,0,44406
tokenOfResolve,283,1118,150089,0,44406
tokenOfResolve,284,1123,151212,0,44406
tokenOfResolve,285,1127,152339,2673,47079
tokenOfResolve,286,1131,153470,0,47079
tokenOfResolve,287,1136,154606,0,47079
tokenOfResolve,288,1140,155746,0,47079
tokenOfResolve,289,1145,156891,0,47079
tokenOfResolve,290,1149,158040,2803,49882
tokenOfResolve,291,1153,159193,0,49882
tokenOfResolve,292,1158,160351,0,49882
tokenOfResolve,293,1162,161513,0,49882
tokenOfResolve,294,1167,162680,0,49882
tokenOfResolve,295,1171,163851,2936,52818
tokenOfResolve,296,1175,165026,0,52818
tokenOfResolve,297,1180,166206,0,52818
tokenOfResolve,298,1184,167390,0,52818
tokenOfResolve,299,1189,168579,0,52818
tokenOfResolve,300,1193,169772,0,52818
ancientDragonScale,0,0,0,100,100
ancientDragonScale,1,2,2,0,100
ancientDragonScale,2,5,7,0,100
ancientDragonScale,3,8,15,0,100
ancientDragonScale,4,11,26,0,100
ancientDragonScale,5,14,40,103,203
ancientDragonScale,6,18,58,0,203
ancientDragonScale,7,21,79,0,203
ancientDragonScale,8,25,104,0,203
ancientDragonScale,9,28,132,0,203
ancientDragonScale,10,32,164,106,309
ancientDragonScale,11,36,200,0,309
ancientDragonScale,12,40,240,0,309
ancientDragonScale,13,43,283,0,309
ancientDragonScale,14,47,330,0,309
ancientDragonScale,15,51,381,109,418
ancientDragonScale,16,55,436,0,418
ancientDragonScale,17,59,495,0,418
ancientDragonScale,18,63,558,0,418
ancientDragonScale,19,67,625,0,418
ancientDragonScale,20,71,696,113,531
ancientDragonScale,21,75,771,0,531
ancientDragonScale,22,79,850,0,531
ancientDragonScale,23,84,934,0,531
ancientDragonScale,24,88,1022,0,531
ancientDragonScale,25,92,1114,117,648
ancientDragonScale,26,96,1210,0,648
ancientDragonScale,27,100,1310,0,648
ancientDragonScale,28,105,1415,0,648
ancientDragonScale,29,109,1524,0,648
ancientDragonScale,30,113,1637,122,770
ancientDragonScale,31,117,1754,0,770
ancientDragonScale,32,122,1876,0,770
ancientDragonScale,33,126,2002,0,770
ancientDragonScale,34,130,2132,0,770
ancientDragonScale,35,135,2267,127,897
ancientDragonScale,36,139,2406,0,897
ancientDragonScale,37,144,2550,0,897
ancientDragonScale,38,148,2698,0,897
ancientDragonScale,39,152,2850,0,897
ancientDragonScale,40,157,3007,133,1030
ancientDragonScale,41,161,3168,0,1030
ancientDragonScale,42,166,3334,0,1030
ancientDragonScale,43,170,3504,0,1030
ancientDragonScale,44,175,3679,0,1030
ancientDragonScale,45,179,3858,140,1170
ancientDragonScale,46,184,4042,0,1170
ancientDragonScale,47,188,4230,0,1170
ancientDragonScale,48,193,4423,0,1170
ancientDragonScale,49,197,4620,0,1170
ancientDragonScale,50,202,4822,148,1318
ancientDragonScale,51,207,5029,0,1318
ancientDragonScale,52,211,5240,0,1318
ancientDragonScale,53,216,5456,0,1318
ancientDragonScale,54,220,5676,0,1318
